0       26825.4
1       26349.6
2       24428.9
7       24427.4
8       24265.8
9       24037.7
27      23575.9
28      22307
184     22239.1
192     21688.1
269     21551.4
967     21538.3
1067    20352.2
11117   19606.8
63695   19415.6
102762  19238.5
108606  19097.3
324564  18737.7
411418  17944.1
